"DateTime","Branch","FromBus","ToBus","Flow (MW) (From->To)","Capacity (MW)","DynamicLoss (MW)","FixedLoss (MW)","FromBusPrice ($/MWh)","ToBusPrice ($/MWh)","BranchPrice ($/MWh)","BranchRentals ($)"
"13-FEB-2017 09:30","KMO_TRK1.1","190","267",-41.21845,364.00000,0.08979,0.00000,78.64256,78.38042,0.00000,1.87181
"13-FEB-2017 09:30","KMO_TRK2.1","190","267",-41.31298,364.00000,0.08978,0.00000,78.64256,78.38042,0.00000,1.88446
"13-FEB-2017 09:30","KOE_MPE1.1","20","27",-12.13950,63.36000,0.12744,0.00000,90.37653,88.15760,0.00000,7.70942
"13-FEB-2017 09:30","KOE_MPE2.1","20","27",-12.43227,65.73000,0.12333,0.00000,90.37653,88.15760,0.00000,8.22014
"13-FEB-2017 09:30","KOE_NGA1.1","20","31",0.00000,2000.00000,0.00000,0.00000,90.37653,90.37653,0.00000,0.00000
"13-FEB-2017 09:30","KPI_T1.T1","325","324",-16.00000,2000.00000,0.00000,0.00000,76.45154,76.45154,0.00000,0.00000
"13-FEB-2017 09:30","KPO_T1.T1","132","131",-21.33333,2000.00000,0.00000,0.00000,82.06473,82.06473,0.00000,0.00000
"13-FEB-2017 09:30","KPO_T2.T2","132","130",-21.33333,2000.00000,0.00000,0.00000,82.06473,82.06473,0.00000,0.00000
"13-FEB-2017 09:30","KPO_T3.T3","132","129",-21.33333,2000.00000,0.00000,0.00000,82.06473,82.06473,0.00000,0.00000
"13-FEB-2017 09:30","KPO_TMU.1","132","140",11.18799,63.36000,0.04088,0.00000,82.06473,82.89105,0.00000,2.92808
"13-FEB-2017 09:30","KPU_T3.T3","134","133",15.50623,59.40000,0.03541,0.04000,85.96294,86.30648,0.00000,-0.59074
"13-FEB-2017 09:30","KPU_T4.T4","737","133",15.50258,59.40000,0.03540,0.04000,85.96311,86.30648,0.00000,-0.59211
